taxlevel	rankID	taxon	daughterlevels	total	AB1382_L5	AB1383_L5	AB2284_L1	AB2285_L1	AB2286_L1	AB2287_L1	AB2288_L1	AB2289_L1	AB2290_L1	AB2291_L1	AB2292_L1	AB2293_L1	AB2294_L1	AB2295_L1	AB2296_L1	AB2297_L1	AB2298_L1	AB2299_L1	AB2300_L1	AB2301_L1	AB2302_L1	AB2303_L1
6	0.1.2.2.8.1.4	Solwaraspora	1	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
7	0.1.2.2.8.1.4.1	Solwaraspora_species_BB1	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
6	0.1.2.2.8.1.5	Verrucosispora	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
7	0.1.2.2.8.1.5.1	Verrucosispora_maris	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
4	0.1.2.2.9	Propionibacteriales	2	218	73	10	6	7	0	8	4	0	5	9	1	11	13	20	3	5	6	10	2	10	3	12
5	0.1.2.2.9.1	Nocardioidaceae	3	38	0	0	0	0	0	8	4	0	2	2	1	2	2	0	0	2	6	5	0	3	0	1
6	0.1.2.2.9.1.1	Aeromicrobium	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0
7	0.1.2.2.9.1.1.1	Aeromicrobium_alkaliterrae	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0
6	0.1.2.2.9.1.2	Friedmanniella	1	24	0	0	0	0	0	6	4	0	2	2	0	0	2	0	0	2	0	5	0	0	0	1
7	0.1.2.2.9.1.2.1	Friedmanniella_okinawensis	0	24	0	0	0	0	0	6	4	0	2	2	0	0	2	0	0	2	0	5	0	0	0	1
6	0.1.2.2.9.1.3	Nocardioides	3	7	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0
7	0.1.2.2.9.1.3.1	Nocardioides_alkalitolerans	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.9.1.3.2	Nocardioides_species_FL31_1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.9.1.3.3	Nocardioides_species_HLT3_15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
5	0.1.2.2.9.2	Propionibacteriaceae	2	180	73	10	6	7	0	0	0	0	3	7	0	9	11	20	3	3	0	5	2	7	3	11
6	0.1.2.2.9.2.1	Microlunatus	1	45	0	0	0	0	0	0	0	0	3	7	0	7	2	7	0	0	0	3	2	7	2	5
7	0.1.2.2.9.2.1.1	Microlunatus_panaciterrae	0	45	0	0	0	0	0	0	0	0	3	7	0	7	2	7	0	0	0	3	2	7	2	5
6	0.1.2.2.9.2.2	Propionibacterium	4	135	73	10	6	7	0	0	0	0	0	0	0	2	9	13	3	3	0	2	0	0	1	6
7	0.1.2.2.9.2.2.1	Propionibacterium_acidipropionici	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
7	0.1.2.2.9.2.2.2	Propionibacterium_acnes	0	83	73	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.9.2.2.3	Propionibacterium_avidum	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7	0.1.2.2.9.2.2.4	Propionibacterium_species_rennanqilfy60	0	47	0	0	6	7	0	0	0	0	0	0	0	2	9	13	3	0	0	0	0	0	1	6
4	0.1.2.2.10	Pseudonocardiales	1	33	0	0	2	4	0	0	0	0	0	8	0	0	9	7	0	0	0	3	0	0	0	0
5	0.1.2.2.10.1	Pseudonocardiaceae	2	33	0	0	2	4	0	0	0	0	0	8	0	0	9	7	0	0	0	3	0	0	0	0
6	0.1.2.2.10.1.1	Actinokineospeciesra	1	30	0	0	2	4	0	0	0	0	0	8	0	0	9	7	0	0	0	0	0	0	0	0
7	0.1.2.2.10.1.1.1	Actinokineospora_inagensis	0	30	0	0	2	4	0	0	0	0	0	8	0	0	9	7	0	0	0	0	0	0	0	0
6	0.1.2.2.10.1.2	Amycolatopsis	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
7	0.1.2.2.10.1.2.1	Amycolatopsis_species_MBRL_66	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
4	0.1.2.2.11	Streptomycetales	1	825	2	2	26	90	0	60	37	34	37	39	65	45	62	22	12	32	54	31	55	64	24	32
5	0.1.2.2.11.1	Streptomycetaceae	1	825	2	2	26	90	0	60	37	34	37	39	65	45	62	22	12	32	54	31	55	64	24	32
6	0.1.2.2.11.1.1	Streptomyces	35	825	2	2	26	90	0	60	37	34	37	39	65	45	62	22	12	32	54	31	55	64	24	32
7	0.1.2.2.11.1.1.1	Streptomyces_brollosae	0	13	0	0	3	1	0	0	0	0	0	0	0	0	0	0	6	0	2	1	0	0	0	0
7	0.1.2.2.11.1.1.2	Streptomyces_coelicolor	0	11	0	0	0	0	0	0	5	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0
7	0.1.2.2.11.1.1.3	Streptomyces_geysiriensis	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.4	Streptomyces_hirsutus	0	101	0	0	3	0	0	0	2	8	11	0	10	10	33	8	0	10	0	0	0	0	6	0
7	0.1.2.2.11.1.1.5	Streptomyces_javensis	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.6	Streptomyces_macrospeciesreus	0	12	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0
7	0.1.2.2.11.1.1.7	Streptomyces_nodosus	0	12	0	0	2	0	0	3	0	0	0	1	0	2	0	0	1	0	0	2	0	1	0	0
7	0.1.2.2.11.1.1.8	Streptomyces_paraguayensis	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.9	Streptomyces_prasinospeciesrus	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.10	Streptomyces_psammoticus	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.11	Streptomyces_rochei	0	16	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	2	2	1
7	0.1.2.2.11.1.1.12	Streptomyces_species_042403	0	427	0	0	16	46	0	33	17	11	14	14	47	18	15	4	4	16	42	8	47	48	5	22
7	0.1.2.2.11.1.1.13	Streptomyces_species_06_3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0
7	0.1.2.2.11.1.1.14	Streptomyces_species_08317	0	9	0	0	0	4	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.15	Streptomyces_species_A93	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
7	0.1.2.2.11.1.1.16	Streptomyces_species_AC32	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
7	0.1.2.2.11.1.1.17	Streptomyces_species_Av28_3	0	35	0	0	0	11	0	3	2	0	0	1	2	5	0	7	0	0	1	0	0	3	0	0
7	0.1.2.2.11.1.1.18	Streptomyces_species_CMU_Lac_17	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
7	0.1.2.2.11.1.1.19	Streptomyces_species_EDA2_74	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	1	0	0
7	0.1.2.2.11.1.1.20	Streptomyces_species_HBUM_49301	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.21	Streptomyces_species_Hhr_2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.22	Streptomyces_species_JAT10	0	18	0	0	2	1	0	1	2	2	0	0	1	0	7	0	0	0	0	0	0	0	0	2
7	0.1.2.2.11.1.1.23	Streptomyces_species_KSR48S13	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.24	Streptomyces_species_KSS208S24	0	56	0	0	0	3	0	5	3	4	5	16	0	0	3	2	0	0	0	0	1	0	7	7
7	0.1.2.2.11.1.1.25	Streptomyces_species_LK_3	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.26	Streptomyces_species_NEAU_species16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
7	0.1.2.2.11.1.1.27	Streptomyces_species_S4_SC1	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.28	Streptomyces_species_TFS_73	0	31	0	0	0	4	0	3	4	0	2	1	5	2	0	0	0	0	0	3	3	3	1	0
7	0.1.2.2.11.1.1.29	Streptomyces_species_a12	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.30	Streptomyces_thermoatroviridis	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
7	0.1.2.2.11.1.1.31	Streptomyces_thermocarboxydus	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
7	0.1.2.2.11.1.1.32	Streptomyces_triangulatus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
7	0.1.2.2.11.1.1.33	Streptomyces_tyrosinilyticus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.34	Streptomyces_variabilis	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.11.1.1.35	Streptomyces_violascens	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.2.2.12	Streptospeciesrangiales	3	81	0	0	13	19	0	1	0	2	0	2	7	7	3	0	0	2	5	18	0	1	0	1
5	0.1.2.2.12.1	Nocardiopsaceae	1	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.2.2.12.1.1	Nocardiopsis	1	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.12.1.1.1	Nocardiopsis_species_VITMSM07	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.2.2.12.2	Streptosporangiaceae	2	8	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	2	0	0	0	0	0	0
6	0.1.2.2.12.2.1	Nonomuraea	1	4	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
7	0.1.2.2.12.2.1.1	Nonomuraea_roseola	0	4	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
6	0.1.2.2.12.2.2	Sphaerisporangium	1	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7	0.1.2.2.12.2.2.1	Sphaerisporangium_species_ACT_0132	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
5	0.1.2.2.12.3	Thermomonosporaceae	2	66	0	0	13	12	0	1	0	0	0	2	7	5	1	0	0	0	5	18	0	1	0	1
6	0.1.2.2.12.3.1	Actinocorallia	1	5	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.2.12.3.1.1	Actinocorallia_aurea	0	5	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.2.2.12.3.2	Thermomonospora	1	61	0	0	9	11	0	1	0	0	0	2	7	5	1	0	0	0	5	18	0	1	0	1
7	0.1.2.2.12.3.2.1	Thermomonospora_curvata	0	61	0	0	9	11	0	1	0	0	0	2	7	5	1	0	0	0	5	18	0	1	0	1
3	0.1.2.3	Coriobacteriia	2	12340	5	12	198	285	0	366	462	1744	947	666	237	722	289	980	279	685	497	784	1012	1305	402	463
4	0.1.2.3.1	Coriobacteriales	2	3034	4	11	42	42	0	77	62	589	361	200	45	91	52	196	65	170	56	123	294	412	42	100
5	0.1.2.3.1.1	Atopobiaceae	1	2281	0	0	29	18	0	63	36	487	326	167	8	42	31	139	44	131	27	80	222	341	27	63
6	0.1.2.3.1.1.1	Olsenella	3	2281	0	0	29	18	0	63	36	487	326	167	8	42	31	139	44	131	27	80	222	341	27	63
7	0.1.2.3.1.1.1.1	Olsenella_profusa	0	56	0	0	1	0	0	0	0	6	8	10	0	8	0	3	0	2	4	2	9	3	0	0
7	0.1.2.3.1.1.1.2	Olsenella_species_1832	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7	0.1.2.3.1.1.1.3	Olsenella_uli	0	2223	0	0	28	18	0	63	36	481	318	157	8	34	31	136	44	129	23	78	213	338	27	61
5	0.1.2.3.1.2	Coriobacteriaceae	4	753	4	11	13	24	0	14	26	102	35	33	37	49	21	57	21	39	29	43	72	71	15	37
6	0.1.2.3.1.2.1	Collinsella	7	61	2	0	3	13	0	1	0	1	3	2	13	0	2	0	1	0	0	8	4	3	1	4
7	0.1.2.3.1.2.1.1	Collinsella_aerofaciens	0	19	0	0	0	2	0	0	0	1	0	2	1	0	0	0	0	0	0	5	4	3	1	0
7	0.1.2.3.1.2.1.2	Collinsella_intestinalis	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.3.1.2.1.3	Collinsella_species_A_1	0	16	0	0	0	9	0	1	0	0	0	0	3	0	0	0	1	0	0	2	0	0	0	0
7	0.1.2.3.1.2.1.4	Collinsella_species_GD3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.3.1.2.1.5	Collinsella_species_MS5	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.3.1.2.1.6	Collinsella_stercoris	0	14	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	4
7	0.1.2.3.1.2.1.7	Collinsella_tanakaei	0	6	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0
6	0.1.2.3.1.2.2	Coriobacterium	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.3.1.2.2.1	Coriobacterium_glomerans	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.2.3.1.2.3	Enorma	1	30	2	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	6	0	0	2	0
7	0.1.2.3.1.2.3.1	Enorma_massiliensis	0	30	2	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	6	0	0	2	0
6	0.1.2.3.1.2.4	Parvibacter	1	659	0	0	10	11	0	10	26	101	27	31	24	49	19	57	20	39	25	29	68	68	12	33
7	0.1.2.3.1.2.4.1	Parvibacter_caecicola	0	659	0	0	10	11	0	10	26	101	27	31	24	49	19	57	20	39	25	29	68	68	12	33
4	0.1.2.3.2	Eggerthellales	1	9306	1	1	156	243	0	289	400	1155	586	466	192	631	237	784	214	515	441	661	718	893	360	363
5	0.1.2.3.2.1	Eggerthellaceae	7	9306	1	1	156	243	0	289	400	1155	586	466	192	631	237	784	214	515	441	661	718	893	360	363
6	0.1.2.3.2.1.1	Adlercreutzia	1	651	0	0	22	19	0	8	24	100	55	28	5	22	22	63	6	32	70	104	25	25	5	16
7	0.1.2.3.2.1.1.1	Adlercreutzia_equolifaciens	0	651	0	0	22	19	0	8	24	100	55	28	5	22	22	63	6	32	70	104	25	25	5	16
6	0.1.2.3.2.1.2	Denitrobacterium	1	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
7	0.1.2.3.2.1.2.1	Denitrobacterium_species_CCUG_45665	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
6	0.1.2.3.2.1.3	Eggerthella	2	2757	1	0	44	75	0	105	210	399	130	111	83	145	84	187	114	149	76	151	252	250	84	107
7	0.1.2.3.2.1.3.1	Eggerthella_lenta	0	67	0	0	2	2	0	2	3	2	7	4	0	2	0	1	6	3	4	2	5	6	5	11
7	0.1.2.3.2.1.3.2	Eggerthella_species_YY7918	0	2690	1	0	42	73	0	103	207	397	123	107	83	143	84	186	108	146	72	149	247	244	79	96
6	0.1.2.3.2.1.4	Enterorhabdus	2	5428	0	1	78	137	0	152	153	627	342	298	96	439	117	512	89	311	283	380	379	539	261	234
7	0.1.2.3.2.1.4.1	Enterorhabdus_caecimuris	0	5310	0	1	71	96	0	144	152	626	342	288	89	434	116	510	88	311	272	359	379	537	261	234
7	0.1.2.3.2.1.4.2	Enterorhabdus_mucosicola	0	118	0	0	7	41	0	8	1	1	0	10	7	5	1	2	1	0	11	21	0	2	0	0
6	0.1.2.3.2.1.5	Gordonibacter	1	131	0	0	4	1	0	0	2	12	0	5	0	0	0	0	0	0	0	0	49	55	3	0
7	0.1.2.3.2.1.5.1	Gordonibacter_pamelaeae	0	131	0	0	4	1	0	0	2	12	0	5	0	0	0	0	0	0	0	0	49	55	3	0
6	0.1.2.3.2.1.6	Paraeggerthella	1	271	0	0	7	1	0	17	5	15	53	24	4	25	8	20	3	20	11	15	9	22	7	5
7	0.1.2.3.2.1.6.1	Paraeggerthella_hongkongensis	0	271	0	0	7	1	0	17	5	15	53	24	4	25	8	20	3	20	11	15	9	22	7	5
6	0.1.2.3.2.1.7	Slackia	8	64	0	0	1	8	0	7	6	2	6	0	4	0	6	2	2	3	0	10	4	2	0	1
7	0.1.2.3.2.1.7.1	Slackia_exigua	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1
7	0.1.2.3.2.1.7.2	Slackia_faecicanis	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.3.2.1.7.3	Slackia_heliotrinireducens	0	8	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
7	0.1.2.3.2.1.7.4	Slackia_isoflavoniconvertens	0	4	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.3.2.1.7.5	Slackia_piriformis	0	22	0	0	0	0	0	7	3	0	0	0	2	0	0	2	2	0	0	6	0	0	0	0
7	0.1.2.3.2.1.7.6	Slackia_species_AUH_JLC159	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	3	0	0	0
7	0.1.2.3.2.1.7.7	Slackia_species_NATTS	0	6	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.3.2.1.7.8	Slackia_species_S5_BM5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
3	0.1.2.4	Nitriliruptoria	1	17	0	0	2	6	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	2	0
4	0.1.2.4.1	Nitriliruptorales	1	17	0	0	2	6	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	2	0
5	0.1.2.4.1.1	Nitriliruptoraceae	1	17	0	0	2	6	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	2	0
6	0.1.2.4.1.1.1	Nitriliruptor	1	17	0	0	2	6	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	2	0
7	0.1.2.4.1.1.1.1	Nitriliruptor_alkaliphilus	0	17	0	0	2	6	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	2	0
3	0.1.2.5	Rubrobacteria	1	19	0	0	0	0	0	3	5	0	1	0	0	0	0	0	2	2	0	2	0	0	2	2
4	0.1.2.5.1	Rubrobacterales	1	19	0	0	0	0	0	3	5	0	1	0	0	0	0	0	2	2	0	2	0	0	2	2
5	0.1.2.5.1.1	Rubrobacteraceae	1	19	0	0	0	0	0	3	5	0	1	0	0	0	0	0	2	2	0	2	0	0	2	2
6	0.1.2.5.1.1.1	Rubrobacter	4	19	0	0	0	0	0	3	5	0	1	0	0	0	0	0	2	2	0	2	0	0	2	2
7	0.1.2.5.1.1.1.1	Rubrobacter_naiadicus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
7	0.1.2.5.1.1.1.2	Rubrobacter_radiotolerans	0	8	0	0	0	0	0	3	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0
7	0.1.2.5.1.1.1.3	Rubrobacter_species_VS_111	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.5.1.1.1.4	Rubrobacter_xylanophilus	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
2	0.1.3	Aquificae	1	3128	113	15	142	161	0	107	60	50	210	195	142	176	81	102	204	220	180	202	186	178	188	216
3	0.1.3.1	Aquificae	2	3128	113	15	142	161	0	107	60	50	210	195	142	176	81	102	204	220	180	202	186	178	188	216
4	0.1.3.1.1	Aquificales	2	1070	113	15	24	48	0	61	33	20	22	66	68	94	50	26	37	56	39	109	44	66	33	46
5	0.1.3.1.1.1	Aquificaceae	5	684	113	15	17	41	0	24	22	16	18	46	25	35	16	18	20	12	30	78	33	59	20	26
6	0.1.3.1.1.1.1	Aquifex	2	302	0	0	9	5	0	7	8	15	14	31	8	24	11	9	12	6	13	27	31	39	15	18
7	0.1.3.1.1.1.1.1	Aquifex_aeolicus	0	287	0	0	5	5	0	7	8	15	14	31	8	24	11	9	12	6	13	19	31	39	15	15
7	0.1.3.1.1.1.1.2	Aquifex_species_Gri14L3B	0	15	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3
6	0.1.3.1.1.1.2	Hydrogenivirga	4	188	113	15	0	10	0	11	0	0	2	1	4	1	3	1	6	0	9	9	0	1	0	2
7	0.1.3.1.1.1.2.1	Hydrogenivirga_caldilitoris	0	144	113	15	0	1	0	0	0	0	1	0	4	1	0	0	6	0	1	2	0	0	0	0
7	0.1.3.1.1.1.2.2	Hydrogenivirga_okinawensis	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.3.1.1.1.2.3	Hydrogenivirga_species_128_5_R1_1	0	26	0	0	0	4	0	6	0	0	1	1	0	0	3	1	0	0	5	3	0	0	0	2
7	0.1.3.1.1.1.2.4	Hydrogenivirga_species_128_5_R1_6	0	15	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	3	4	0	1	0	0
6	0.1.3.1.1.1.3	Hydrogenobacter	6	42	0	0	0	6	0	0	7	0	0	0	0	1	2	7	0	6	0	8	0	3	2	0
7	0.1.3.1.1.1.3.1	Hydrogenobacter_species_BB4L1B	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0
7	0.1.3.1.1.1.3.2	Hydrogenobacter_species_GV8L3A	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
7	0.1.3.1.1.1.3.3	Hydrogenobacter_species_MV4L2B	0	14	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
7	0.1.3.1.1.1.3.4	Hydrogenobacter_species_UZ27L2A	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7	0.1.3.1.1.1.3.5	Hydrogenobacter_subterraneus	0	13	0	0	0	0	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0
7	0.1.3.1.1.1.3.6	Hydrogenobacter_thermophilus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
6	0.1.3.1.1.1.4	Hydrogenobaculum	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.3.1.1.1.4.1	Hydrogenobaculum_species_Y04AAS1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.3.1.1.1.5	Thermocrinis	5	150	0	0	8	20	0	6	5	1	2	14	13	9	0	1	2	0	8	34	2	16	3	6
7	0.1.3.1.1.1.5.1	Thermocrinis_albus	0	52	0	0	3	5	0	1	2	0	2	8	1	4	0	0	0	0	2	19	0	4	0	1
7	0.1.3.1.1.1.5.2	Thermocrinis_minervae	0	37	0	0	0	0	0	4	0	0	0	2	8	2	0	0	0	0	0	3	2	12	1	3
7	0.1.3.1.1.1.5.3	Thermocrinis_ruber	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.3.1.1.1.5.4	Thermocrinis_species_G3L1B	0	38	0	0	0	8	0	1	3	1	0	0	4	3	0	1	2	0	4	8	0	0	2	1
7	0.1.3.1.1.1.5.5	Thermocrinis_species_UZ23L3A	0	20	0	0	2	7	0	0	0	0	0	4	0	0	0	0	0	0	2	4	0	0	0	1
5	0.1.3.1.1.2	Hydrogenothermaceae	3	386	0	0	7	7	0	37	11	4	4	20	43	59	34	8	17	44	9	31	11	7	13	20
6	0.1.3.1.1.2.1	Hydrogenothermus	1	34	0	0	0	0	0	0	3	0	4	7	0	0	8	0	3	2	0	0	5	0	0	2
7	0.1.3.1.1.2.1.1	Hydrogenothermus_marinus	0	34	0	0	0	0	0	0	3	0	4	7	0	0	8	0	3	2	0	0	5	0	0	2
6	0.1.3.1.1.2.2	Persephonella	11	280	0	0	1	7	0	37	8	4	0	13	43	56	26	8	4	4	6	20	6	6	13	18
7	0.1.3.1.1.2.2.1	Persephonella_hydrogeniphila	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0
7	0.1.3.1.1.2.2.2	Persephonella_marina	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
7	0.1.3.1.1.2.2.3	Persephonella_species_1H55_7C_S	0	13	0	0	0	4	0	2	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	1
7	0.1.3.1.1.2.2.4	Persephonella_species_CIR2951	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
7	0.1.3.1.1.2.2.5	Persephonella_species_CIR2971	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
7	0.1.3.1.1.2.2.6	Persephonella_species_KM09_Lau_9	0	12	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0
7	0.1.3.1.1.2.2.7	Persephonella_species_MAR10202	0	13	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	1	0	3	0	0	3
