taxlevel	rankID	taxon	daughterlevels	total	ADenoma12	Ademona1	Adenoma10	Adenoma11	Adenoma13	Adenoma14	Adenoma15	Adenoma16	Adenoma17	Adenoma18	Adenoma19	Adenoma2	Adenoma20	Adenoma21	Adenoma22	Adenoma23	Adenoma24	Adenoma25	Adenoma26	Adenoma27	Adenoma28	Adenoma29	Adenoma3	Adenoma30	Adenoma4	Adenoma5	Adenoma6	Adenoma7	Adenoma8	Adenoma9	Cancer1	Cancer10	Cancer11	Cancer12	Cancer13	Cancer14	Cancer15	Cancer16	Cancer17	Cancer18	Cancer19	Cancer2	Cancer20	Cancer21	Cancer22	Cancer23	Cancer24	Cancer25	Cancer26	Cancer27	Cancer28	Cancer29	Cancer3	Cancer30	Cancer4	Cancer5	Cancer6	Cancer7	Cancer8	Cancer9	Healthy1	Healthy10	Healthy11	Healthy12	Healthy13	Healthy14	Healthy15	Healthy16	Healthy17	Healthy18	Healthy19	Healthy2	Healthy20	Healthy21	Healthy22	Healthy23	Healthy24	Healthy25	Healthy26	Healthy27	Healthy28	Healthy29	Healthy3	Healthy30	Healthy4	Healthy5	Healthy6	Healthy7	Healthy8	Healthy9	mock1	mock2
7	0.1.1.2.1.1.2.1	Coriobacterium_species_3WC8_1	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	31	0	7	94	0	0	0	0	0	0	0	0	4	142	0	0	0	0	12	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	60	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	0	0	18	20	0	28	4	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0
4	0.1.1.2.2	Eggerthellales	1	11093	0	73	28	73	1	78	0	30	35	138	128	98	82	0	7	149	24	149	415	417	141	46	39	0	0	6	0	24	1	3	13	28	27	0	10	258	499	0	9	3	0	4	5	4	18	1	29	0	0	8	0	13	5	1	1479	443	0	0	16	36	2	2	0	453	8	61	965	0	31	113	299	43	9	387	11	32	3	18	34	204	191	2869	4	135	3	98	0	1	1	22	0	0
5	0.1.1.2.2.1	Eggerthellaceae	3	11093	0	73	28	73	1	78	0	30	35	138	128	98	82	0	7	149	24	149	415	417	141	46	39	0	0	6	0	24	1	3	13	28	27	0	10	258	499	0	9	3	0	4	5	4	18	1	29	0	0	8	0	13	5	1	1479	443	0	0	16	36	2	2	0	453	8	61	965	0	31	113	299	43	9	387	11	32	3	18	34	204	191	2869	4	135	3	98	0	1	1	22	0	0
6	0.1.1.2.2.1.1	Asaccharobacter	1	1030	0	1	0	0	0	0	0	0	0	0	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	942	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
7	0.1.1.2.2.1.1.1	Asaccharobacter_celatus	0	1030	0	1	0	0	0	0	0	0	0	0	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	942	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
6	0.1.1.2.2.1.2	Gordonibacter	1	1470	0	72	28	73	1	78	0	30	35	0	127	18	82	0	7	8	24	6	4	8	10	46	39	0	0	0	0	24	1	3	13	28	26	0	9	2	3	0	9	3	0	4	4	4	18	0	27	0	0	7	0	13	5	1	0	44	0	0	13	36	0	0	0	6	8	57	7	0	31	0	0	42	7	0	10	2	3	13	33	32	71	31	4	0	2	97	0	0	0	21	0	0
7	0.1.1.2.2.1.2.1	Gordonibacter_pamelaeae	0	1470	0	72	28	73	1	78	0	30	35	0	127	18	82	0	7	8	24	6	4	8	10	46	39	0	0	0	0	24	1	3	13	28	26	0	9	2	3	0	9	3	0	4	4	4	18	0	27	0	0	7	0	13	5	1	0	44	0	0	13	36	0	0	0	6	8	57	7	0	31	0	0	42	7	0	10	2	3	13	33	32	71	31	4	0	2	97	0	0	0	21	0	0
6	0.1.1.2.2.1.3	Slackia	2	8593	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	141	0	143	411	409	131	0	0	0	0	6	0	0	0	0	0	0	1	0	1	256	496	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	1479	399	0	0	3	0	1	1	0	447	0	4	16	0	0	112	299	1	2	387	1	30	0	5	1	172	119	2838	0	135	1	1	0	1	0	0	0	0
7	0.1.1.2.2.1.3.1	Slackia_piriformis	0	1787	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	143	312	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	1	1	385	0	30	0	1	1	171	116	0	0	0	1	1	0	0	0	0	0	0
7	0.1.1.2.2.1.3.2	Slackia_species_NATTS	0	6806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	99	409	0	0	0	0	0	6	0	0	0	0	0	0	1	0	1	256	160	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1479	399	0	0	3	0	1	1	0	447	0	4	0	0	0	112	299	0	1	2	1	0	0	4	0	1	3	2838	0	135	0	0	0	1	0	0	0	0
2	0.1.2	Bacteroidetes	4	3083175	2252	37446	6777	20422	41343	55314	6044	6134	861	2154	29179	7308	39884	18148	24699	29084	33398	16767	60324	18189	15140	1889	29723	26192	3482	42492	1119	6640	16571	52238	46339	42950	65800	16440	27218	72824	45657	6090	44540	11649	8154	61852	60671	105208	47843	35180	17665	11039	3810	20947	12216	4133	5253	82896	15595	57374	73851	19570	4853	25862	37335	22901	22486	2327	296775	54462	22632	54349	81266	63522	84785	4531	39079	12179	21081	12847	4793	14026	59000	19097	14215	32313	7007	94178	5456	9862	75038	6818	71157	53696	42440	36830
3	0.1.2.1	Bacteroidia	1	2854085	2247	18184	6769	20410	8994	55264	6018	6129	857	2150	29172	7284	39878	18144	23578	22476	33388	7746	40004	18181	8467	1884	29705	26190	3456	40049	1098	3043	16541	43342	46325	42946	65777	16434	27210	71341	27580	6079	44536	4497	8114	40953	60660	99484	47835	35058	16116	11030	3809	20943	12184	4133	5246	77972	9486	57369	58674	19549	4848	24077	37331	22896	22481	2323	296773	54460	18350	54346	75146	54195	84781	4521	38905	12164	21029	9073	4017	14004	58993	19094	14213	21753	7001	94176	5445	9818	75029	6778	71119	53691	42439	36828
4	0.1.2.1.1	Bacteroidales	6	2854085	2247	18184	6769	20410	8994	55264	6018	6129	857	2150	29172	7284	39878	18144	23578	22476	33388	7746	40004	18181	8467	1884	29705	26190	3456	40049	1098	3043	16541	43342	46325	42946	65777	16434	27210	71341	27580	6079	44536	4497	8114	40953	60660	99484	47835	35058	16116	11030	3809	20943	12184	4133	5246	77972	9486	57369	58674	19549	4848	24077	37331	22896	22481	2323	296773	54460	18350	54346	75146	54195	84781	4521	38905	12164	21029	9073	4017	14004	58993	19094	14213	21753	7001	94176	5445	9818	75029	6778	71119	53691	42439	36828
5	0.1.2.1.1.1	Bacteroidaceae	1	1933124	1745	12363	6334	17954	4600	32520	5053	3646	727	1512	17642	3987	28634	16029	16002	14482	31688	5142	7128	2848	5497	1312	19965	25836	3179	5858	946	2763	9905	23972	41742	25007	59789	15978	21767	16128	4938	5221	29597	2470	5725	18339	36069	36160	43895	32183	12668	10290	3663	15956	10924	3377	3783	51845	4636	46418	13075	17374	4078	14861	37270	18417	22395	1567	167729	37643	13091	54241	48174	23526	64946	3566	32711	9537	19729	6324	2569	11264	49467	9073	4014	16585	6467	89589	5144	7565	51529	6210	53582	44946	40634	36395
6	0.1.2.1.1.1.1	Bacteroides	19	1933124	1745	12363	6334	17954	4600	32520	5053	3646	727	1512	17642	3987	28634	16029	16002	14482	31688	5142	7128	2848	5497	1312	19965	25836	3179	5858	946	2763	9905	23972	41742	25007	59789	15978	21767	16128	4938	5221	29597	2470	5725	18339	36069	36160	43895	32183	12668	10290	3663	15956	10924	3377	3783	51845	4636	46418	13075	17374	4078	14861	37270	18417	22395	1567	167729	37643	13091	54241	48174	23526	64946	3566	32711	9537	19729	6324	2569	11264	49467	9073	4014	16585	6467	89589	5144	7565	51529	6210	53582	44946	40634	36395
7	0.1.2.1.1.1.1.1	Bacteroides_caccae	0	264305	147	309	498	38	491	9892	1396	1117	31	539	642	311	5344	4289	1123	602	2766	280	331	295	509	692	1191	19240	362	319	17	1985	20	2386	4483	1855	18067	1515	2859	2020	571	496	5633	75	34	1526	4445	1206	5101	13926	291	169	2997	13	2100	280	16	4996	11	3835	1949	266	616	63	76	267	533	34	21199	1437	764	47030	12859	1989	2534	2320	478	1088	459	206	210	846	4375	1341	10	5893	2205	3291	77	211	992	4881	242	7352	270	260
7	0.1.2.1.1.1.1.2	Bacteroides_caecigallinarum	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0
7	0.1.2.1.1.1.1.3	Bacteroides_cellulosilyticus	0	66332	0	10	4	7	170	10	3	118	20	3	7	8	1145	433	1698	1169	4	40	881	11	78	11	1337	7	3	258	20	5	9	1202	5817	8	4816	13	5	47	741	2	4	1	5	8079	2549	9	4	1514	202	2	0	403	2	1	16	1	94	10	165	9	13	11	13508	383	1	4	16	1490	240	3	1816	191	10822	12	15	30	65	64	27	756	15	1655	535	580	139	8	65	109	255	7	295	5	3	4
7	0.1.2.1.1.1.1.4	Bacteroides_coprocola	0	13872	0	0	0	0	0	0	7	0	0	2	0	0	0	104	0	0	0	0	544	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	766	0	0	1	0	0	0	0	5	6	4	3	3	0	8795	0	0	5	0	0	0	1	0	3594	0	1	0	0	4	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	1	1	8	4
7	0.1.2.1.1.1.1.5	Bacteroides_coprophilus	0	1825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1822	0	0	0	0	0	0	0	0
7	0.1.2.1.1.1.1.6	Bacteroides_eggerthii	0	69743	0	1	2	0	1	4	0	419	2	0	1	4	4	8	347	617	1	9	1	0	1	0	1	0	2	819	1	0	6	7	3	4	8	4	0	2	0	6	0	201	2	2	4	2	0	2	0	1	4	0	0	0	2	2	7	5	0	2	23	9946	0	5	6	2	313	11	7	3	6811	3	33	3	19792	123	7040	801	12	13	21910	24	15	25	3	15	15	199	47	0	17	4	1	0
7	0.1.2.1.1.1.1.7	Bacteroides_finegoldii	0	7742	67	26	37	32	11	434	40	14	1	11	209	23	13	7	33	4	140	3	7	6	28	2	13	58	8	16	12	11	53	46	66	32	20	8	59	15	27	25	103	7	7	29	98	24	100	223	4	4	8	4	8	19	27	46	9	33	27	15	13	37	126	15	8	11	535	114	21	185	20	15	48	24	62	6	37	3	1	32	65	25	0	36	38	29	3	12	51	8	563	164	1856	1167
7	0.1.2.1.1.1.1.8	Bacteroides_galacturonicus	0	7538	2	44	38	359	19	0	40	7	0	0	8	14	0	0	53	52	113	3	301	23	0	0	46	1	0	6	0	78	3	592	240	27	0	2	69	92	20	109	36	39	0	248	105	0	197	1	80	104	1	0	0	24	72	173	283	0	238	0	11	1	114	35	9	9	557	3	133	139	59	40	319	123	369	0	0	42	1	0	2	0	21	152	0	551	42	224	1	0	2	616	1	0
7	0.1.2.1.1.1.1.9	Bacteroides_gallinarum	0	1276	91	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	551	233	0	0	0	0	0	0	9	0	0	16	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0
7	0.1.2.1.1.1.1.10	Bacteroides_intestinalis	0	15128	1	5	1	11	1390	42	5	4	77	1	66	1	6	4736	9	38	51	157	6	17	3	1	1	29	1	1	2	0	0	1473	3	3	10	1	13	43	9	2	12	1	2	1	6	1	3	31	45	0	4	0	4	1	0	4	805	4	336	0	3	11	17	6	2	2	20	45	0	63	6	3	7	1	32	1	3	1	2	2	21	1	0	51	2	3	6	867	1246	1	3197	6	10	11
7	0.1.2.1.1.1.1.11	Bacteroides_luti	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.1.1.1.1.12	Bacteroides_massiliensis	0	5738	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	4	4	0	1	2	4	0	5708	0	0	0	0	0	0	0	0
7	0.1.2.1.1.1.1.13	Bacteroides_plebeius	0	34586	0	2	1	2159	0	0	9	0	3	0	0	1	0	0	0	1	4	0	2068	3	0	2	2	11	0	0	1	0	5	0	3	1	8	3	0	1	0	0	2	2	2	2	0	4	1	1	3837	0	0	3	0	1	3	0	1	3672	2326	3	3	0	0	0	14648	4	11	4	6	2	13	4	4	1	5	4376	3	2	5	2	0	3	1	0	3	1300	1	2	4	9	11	7	0	4
7	0.1.2.1.1.1.1.14	Bacteroides_species_AR20	0	379448	376	5138	3360	4704	1308	8684	419	397	18	73	2364	925	15517	1441	4586	5935	11620	3307	884	50	1831	19	6897	109	210	2155	81	173	53	8952	11756	8323	40	1096	7919	1835	405	167	14207	199	145	3498	5375	2630	19	51	4452	249	56	523	1873	420	652	12812	1283	12028	192	116	195	1856	16	10530	82	36	15275	16096	7211	34	12607	9808	30520	313	2669	1250	7085	964	370	2998	7910	4213	1146	3503	520	42184	1004	2162	7228	51	2469	3211	10	15
7	0.1.2.1.1.1.1.15	Bacteroides_species_NB_8	0	27273	4	1	3	9	1	6	481	212	0	53	2	426	2	1	0	486	0	0	636	0	0	1	233	5	2	633	10	3	4	2	1	3	8	2	1204	4	429	177	9	4	3	0	1929	1	2	8	2	3	6	2	3732	77	29	5731	1	2	822	24	4	0	0	1066	0	7	2	1	407	5	2	1	3917	3	2	414	20	1645	3	13	1844	6	0	456	2	3	0	2	0	4	4	4	4	1
7	0.1.2.1.1.1.1.16	Bacteroides_species_Smarlab_3302398	0	34724	106	5	23	77	7	0	14	7	44	9	1	16	12	95	2	8	5	0	8	14	0	9	51	18	33	1	17	42	27	3	9	28	115	15	43	0	12	25	8	0	37	9	3	7	6	20	67	75	23	55	13	45	59	34	15	7	0	131	51	39	3	8	8	41	11	18	9	5	4	0	6	18	2	34	2	0	47	7	7	7	28	4	86	24	1	5	2	97	1	23	16483	16128
7	0.1.2.1.1.1.1.17	Bacteroides_stercoris	0	98656	5	0	3	118	1	0	1155	2	2	3	4	1162	2	2	0	4	17	16	315	4	4	9	2	6	74	134	5	3	24	346	11	4	13	10311	11	2027	4	87	3	161	87	11	10526	6	2	12	385	5	7	500	0	18	694	5470	4	7340	295	1384	210	7	16	532	10	19	16363	10	9	9	16	1632	745	16	12	40	2140	283	44	369	9	3	1	2573	11	10	909	636	29178	10	10	16	3	5
7	0.1.2.1.1.1.1.18	Bacteroides_thetaiotaomicron	0	351134	732	2631	427	6658	782	8294	651	212	214	301	13365	810	1304	363	2200	587	13988	463	539	839	866	180	898	2607	319	145	283	343	9670	6765	2596	9918	285	75	2356	752	1816	566	8011	156	504	3108	1920	23151	6375	8769	785	359	226	467	28	558	680	4408	683	3419	2107	2466	1529	1771	23360	928	439	900	20141	9670	1399	6679	1589	353	2616	721	2050	1142	2058	160	610	2231	3694	1256	405	953	1417	4966	1257	528	4942	213	27147	23677	18648	17705
7	0.1.2.1.1.1.1.19	Bacteroides_vulgatus	0	553693	213	3888	1937	3782	419	5154	833	1137	315	517	973	286	5285	4550	5951	4979	2979	864	606	1586	2177	386	9292	3745	2165	1371	494	120	31	2198	16723	4801	36399	2926	7229	9290	904	3559	1568	858	4897	1826	9108	9119	32085	7625	2518	9314	325	13981	3161	1930	1533	9373	1440	16063	4613	12958	1407	1119	33	4642	3055	498	93284	8193	2652	80	12371	9484	13373	10	7221	1022	817	2153	1215	3990	9615	537	1850	2355	2041	29675	1763	2538	7503	927	19623	9860	3337	1091
5	0.1.2.1.1.2	Marinilabiliaceae	1	1614	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1606	0	0	0	0	0	0	2	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.2.1.1.2.1	Anaerophaga	1	1614	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1606	0	0	0	0	0	0	2	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.1.1.2.1.1	Anaerophaga_thermohalophila	0	1614	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1606	0	0	0	0	0	0	2	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.2.1.1.3	Porphyromonadaceae	5	306111	450	2577	11	2180	773	14390	42	1910	86	579	147	750	7139	1160	4244	4238	337	675	828	3973	1314	228	6986	326	134	1786	120	239	59	5522	899	3780	46	104	2078	6138	16271	838	9555	365	2242	4375	9609	50832	533	2609	1825	707	69	418	978	189	538	5252	1530	3298	6949	2003	702	124	18	682	33	220	41676	2835	2458	45	8162	8196	8523	826	3311	1036	300	603	872	2484	4369	766	3351	1447	173	40	228	492	4108	480	1747	6363	1782	426
6	0.1.2.1.1.3.1	Barnesiella	2	41509	1	875	0	1142	559	0	18	384	6	13	2	2	3	337	779	12	181	62	158	0	299	0	0	13	1	205	1	225	2	2985	2	1381	3	3	366	146	49	118	0	86	9	1	5803	3	4	10	260	3	3	2	0	1	32	2993	1	1	4209	5	1	4	0	2	2	2	3	2	1233	5	5721	1634	800	2	1035	289	2	40	450	457	2000	0	2395	818	165	3	15	111	0	5	2	551	1	0
7	0.1.2.1.1.3.1.1	Barnesiella_intestinihominis	0	37707	1	875	0	1142	559	0	18	384	6	13	2	2	3	337	779	12	181	62	158	0	299	0	0	13	1	205	1	225	2	2985	2	1381	3	3	366	146	49	118	0	85	9	1	5803	3	4	10	260	1	3	0	0	0	32	0	1	1	4209	5	1	4	0	2	2	2	3	2	1233	5	5721	1634	1	2	1035	289	0	40	450	457	2000	0	2395	817	165	3	15	111	0	5	2	551	0	0
7	0.1.2.1.1.3.1.2	Barnesiella_viscericola	0	3802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	1	0	2993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
6	0.1.2.1.1.3.2	Coprobacter	2	2942	0	0	0	84	37	0	1	0	19	0	0	147	4	0	32	0	0	36	62	0	0	0	0	0	0	6	0	5	0	136	46	0	1	2	0	4	101	1	100	5	2	171	851	0	0	0	46	0	0	14	0	0	2	14	3	0	0	157	6	0	0	0	0	47	0	12	27	0	1	271	345	0	55	0	1	1	0	0	0	0	0	8	0	23	0	0	0	13	0	43	0	0
7	0.1.2.1.1.3.2.1	Coprobacter_fastidiosus	0	2429	0	0	0	84	37	0	1	0	19	0	0	127	4	0	32	0	0	36	61	0	0	0	0	0	0	6	0	0	0	136	0	0	1	2	0	4	94	1	100	5	2	112	701	0	0	0	46	0	0	14	0	0	2	0	3	0	0	157	6	0	0	0	0	47	0	12	26	0	0	63	345	0	55	0	1	1	0	0	0	0	0	8	0	23	0	0	0	13	0	42	0	0
7	0.1.2.1.1.3.2.2	Coprobacter_secundus	0	513	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	46	0	0	0	0	0	7	0	0	0	0	59	150	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6	0.1.2.1.1.3.3	Dysgonomonas	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.1.1.3.3.1	Dysgonomonas_capnocytophagoides	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.2.1.1.3.4	Parabacteroides	4	192616	443	1185	11	951	104	14390	16	1524	61	436	82	599	7131	817	3413	4187	154	572	604	3971	1015	228	6956	219	109	1575	14	8	34	2394	781	1907	21	94	1527	5962	2133	688	9438	224	2103	2561	2944	5536	502	2416	1505	299	65	384	978	180	496	2229	1526	3284	2723	1822	695	43	16	680	31	35	41672	2797	1184	39	2404	6287	6926	824	2213	738	284	562	175	937	2089	754	952	568	5	1	213	371	4108	31	1745	5701	5	0
7	0.1.2.1.1.3.4.1	Parabacteroides_distasonis	0	38816	264	558	4	527	92	0	6	118	24	392	2	171	1	69	279	3471	145	22	507	0	188	0	216	210	105	439	8	2	10	156	779	669	14	90	1119	436	1037	674	2	72	2095	615	634	5526	2	13	185	39	64	375	171	1	183	408	484	1158	597	1788	685	2	3	57	6	14	1	3	674	1	1824	1212	912	0	539	508	7	298	153	340	1478	689	2	169	0	1	17	19	253	7	1721	2	3	0
7	0.1.2.1.1.3.4.2	Parabacteroides_faecis	0	1244	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	14	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	147	0	250	15	0	0	0	0	0	0	0	0	132	0	78	0	1	0	0	0
7	0.1.2.1.1.3.4.3	Parabacteroides_goldsteinii	0	4040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	4	14	1	0	0	2	0	1	0	0	0	0	8	0	0	0	0	0	0	106	320	0	1	0	0	0	82	1	493	0	0	0	0	0	0	0	0	0	273	0	0	1	1	0	1	0	0	0	0	25	0	0	537	0	135	821	0	0	0	126	0	0	0	63	376	46	0	0	1	12	531	0	0	0	1	0
7	0.1.2.1.1.3.4.4	Parabacteroides_merdae	0	148516	179	627	7	424	12	14390	10	1406	37	43	80	428	7130	748	3077	716	5	536	85	3971	827	226	6726	8	4	1136	6	6	16	2057	2	1238	7	4	408	5420	776	14	9435	152	8	1946	2228	9	7	2402	1320	260	1	9	807	179	313	1821	769	2126	1716	33	9	41	12	623	25	20	41671	2769	508	38	43	5075	5879	3	1527	230	27	123	22	597	611	2	574	353	5	0	63	340	3246	24	23	5699	1	0
6	0.1.2.1.1.3.5	Porphyromonas	7	69031	6	517	0	3	73	0	7	2	0	130	63	2	1	6	20	39	2	5	4	2	0	0	30	94	24	0	105	1	23	7	70	492	21	5	185	26	13988	18	17	50	128	1642	11	45293	27	183	14	405	1	18	0	8	8	16	0	13	17	19	0	77	2	0	0	136	1	24	14	1	36	4	452	0	8	9	13	0	247	1090	280	12	4	53	3	13	0	10	0	431	0	68	1776	426
7	0.1.2.1.1.3.5.1	Porphyromonas_asaccharolytica	0	58648	0	507	0	0	0	0	2	2	0	0	60	0	0	6	17	0	2	0	0	0	0	0	27	0	0	0	2	0	12	6	14	476	12	2	27	26	13365	15	17	17	112	1555	9	41875	15	153	11	23	0	0	0	2	8	0	0	13	10	10	0	14	0	0	0	0	0	13	10	0	18	0	3	0	2	8	0	0	0	1	81	6	3	24	2	0	0	0	0	1	0	50	2	0
7	0.1.2.1.1.3.5.2	Porphyromonas_bennonis	0	237	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	1	0	21	0	2	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	1	2	0	3	0	7	0	0	0	149	0	1	4	0	0	0	3	0	0	0	5	0	0
7	0.1.2.1.1.3.5.3	Porphyromonas_endodontalis	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.2.1.1.3.5.4	Porphyromonas_gingivalis	0	5777	2	9	0	3	67	0	1	0	0	130	0	0	1	0	0	4	0	4	1	0	0	0	0	94	0	0	85	1	0	0	53	3	9	3	153	0	0	0	0	32	0	87	0	0	12	28	3	378	0	0	0	2	0	16	0	0	7	0	0	0	2	0	0	136	1	0	0	1	3	0	446	0	0	0	6	0	247	1089	1	1	0	6	0	13	0	7	0	430	0	0	1774	426
7	0.1.2.1.1.3.5.5	Porphyromonas_katsikii	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
